Date,Close,Symbol
,NVDA,
2024-12-20,134.67825317382812,NVDA
2024-12-23,139.64744567871094,NVDA
2024-12-24,140.19737243652344,NVDA
2024-12-26,139.90740966796875,NVDA
2024-12-27,136.98788452148438,NVDA
2024-12-30,137.46780395507812,NVDA
2024-12-31,134.26832580566406,NVDA
2025-01-02,138.2876739501953,NVDA
2025-01-03,144.44668579101562,NVDA
2025-01-06,149.40586853027344,NVDA
2025-01-07,140.11737060546875,NVDA
2025-01-08,140.08738708496094,NVDA
2025-01-10,135.88807678222656,NVDA
2025-01-13,133.20849609375,NVDA
2025-01-14,131.7387237548828,NVDA
2025-01-15,136.218017578125,NVDA
2025-01-16,133.54844665527344,NVDA
2025-01-17,137.68777465820312,NVDA
2025-01-21,140.80726623535156,NVDA
2025-01-22,147.04627990722656,NVDA
2025-01-23,147.1962432861328,NVDA
2025-01-24,142.5969696044922,NVDA
2025-01-27,118.40087890625,NVDA
2025-01-28,128.9691925048828,NVDA
2025-01-29,123.6800308227539,NVDA
2025-01-30,124.6298828125,NVDA
2025-01-31,120.05062103271484,NVDA
2025-02-03,116.64117431640625,NVDA
2025-02-04,118.63085174560547,NVDA
2025-02-05,124.80985260009766,NVDA
2025-02-06,128.65921020507812,NVDA
2025-02-07,129.81903076171875,NVDA
2025-02-10,133.54844665527344,NVDA
2025-02-11,132.77857971191406,NVDA
2025-02-12,131.11883544921875,NVDA
2025-02-13,135.26815795898438,NVDA
2025-02-14,138.8275909423828,NVDA
2025-02-18,139.37750244140625,NVDA
2025-02-19,139.20751953125,NVDA
2025-02-20,140.08738708496094,NVDA
2025-02-21,134.40829467773438,NVDA
2025-02-24,130.25897216796875,NVDA
2025-02-25,126.60956573486328,NVDA
2025-02-26,131.25881958007812,NVDA
2025-02-27,120.130615234375,NVDA
2025-02-28,124.89983367919922,NVDA
2025-03-03,114.04158782958984,NVDA
2025-03-04,115.97127532958984,NVDA
2025-03-05,117.28106689453125,NVDA
2025-03-06,110.55215454101562,NVDA
2025-03-07,112.67181396484375,NVDA
2025-03-10,106.96273040771484,NVDA
2025-03-11,108.74244689941406,NVDA
2025-03-12,115.73196411132812,NVDA
2025-03-13,115.57197570800781,NVDA
2025-03-14,121.66155242919922,NVDA
2025-03-17,119.52169799804688,NVDA
2025-03-18,115.42198181152344,NVDA
2025-03-19,117.51183319091797,NVDA
2025-03-20,118.52176666259766,NVDA
2025-03-21,117.69182586669922,NVDA
2025-03-24,121.40157318115234,NVDA
2025-03-25,120.68162536621094,NVDA
2025-03-26,113.75210571289062,NVDA
2025-03-27,111.4222640991211,NVDA
2025-03-28,109.66238403320312,NVDA
2025-03-31,108.37247467041016,NVDA
2025-04-01,110.14234924316406,NVDA
2025-04-02,110.4123306274414,NVDA
2025-04-03,101.79293060302734,NVDA
2025-04-04,94.30345153808594,NVDA
2025-04-07,97.63321685791016,NVDA
2025-04-08,96.29331970214844,NVDA
2025-04-09,114.32205963134766,NVDA
2025-04-10,107.56253051757812,NVDA
2025-04-11,110.92229461669922,NVDA
2025-04-14,110.70230865478516,NVDA
2025-04-15,112.19220733642578,NVDA
2025-04-16,104.48274230957031,NVDA
2025-04-17,101.48294830322266,NVDA
2025-04-21,96.90327453613281,NVDA
2025-04-22,98.88313293457031,NVDA
2025-04-23,102.70286560058594,NVDA
2025-04-24,106.422607421875,NVDA
2025-04-25,111.0022964477539,NVDA
2025-04-28,108.72245025634766,NVDA
2025-04-29,109.0124282836914,NVDA
2025-04-30,108.91243743896484,NVDA
2025-05-01,111.60224914550781,NVDA
2025-05-02,114.49205017089844,NVDA
2025-05-05,113.81209564208984,NVDA
2025-05-06,113.53211975097656,NVDA
2025-05-07,117.05187225341797,NVDA
2025-05-08,117.36185455322266,NVDA
2025-05-09,116.64189910888672,NVDA
2025-05-12,122.99146270751953,NVDA
2025-05-13,129.9209747314453,NVDA
2025-05-14,135.33059692382812,NVDA
2025-05-15,134.8206329345703,NVDA
2025-05-16,135.39059448242188,NVDA
2025-05-19,135.5605926513672,NVDA
2025-05-20,134.37066650390625,NVDA
2025-05-21,131.7908477783203,NVDA
2025-05-22,132.82078552246094,NVDA
2025-05-23,131.2808837890625,NVDA
2025-05-27,135.49058532714844,NVDA
2025-05-28,134.80064392089844,NVDA
2025-05-29,139.1803436279297,NVDA
2025-05-30,135.12062072753906,NVDA
2025-06-02,137.37046813964844,NVDA
2025-06-03,141.21018981933594,NVDA
2025-06-04,141.91014099121094,NVDA
2025-06-05,139.98028564453125,NVDA
2025-06-06,141.7101593017578,NVDA
2025-06-09,142.62010192871094,NVDA
2025-06-10,143.95001220703125,NVDA
2025-06-11,142.8300018310547,NVDA
2025-06-12,145.0,NVDA
2025-06-13,141.97000122070312,NVDA
2025-06-16,144.69000244140625,NVDA
2025-06-17,144.1199951171875,NVDA
