Date,Close,Volume,Open,High,Low,Symbol
2024-10-07,127.72,346250200,124.99,130.64,124.95,NVDA
2024-10-07,38.89,44124770,39.9,40.15,38.775,PLTR
2024-10-07,240.83,68113270,249.0,249.83,240.7,TSLA
2024-10-08,210.75,6021772,210.58,211.33,208.38,JPM
2024-10-08,414.71,19229260,410.9,415.66,408.17,MSFT
2024-10-08,132.89,285722500,130.26,133.48,129.42,NVDA
2024-10-08,41.45,62542950,39.29,41.49,39.015,PLTR
2024-10-08,244.5,56303160,243.56,246.21,240.56,TSLA
2024-10-09,213.42,7023998,209.7,214.24,209.38,JPM
2024-10-09,417.46,14974260,415.86,420.38,414.3,MSFT
2024-10-09,132.65,246191600,134.11,134.52,131.38,NVDA
2024-10-09,43.13,86404700,41.55,43.34,41.21,PLTR
2024-10-09,241.05,66289530,243.82,247.43,239.51,TSLA
2024-10-10,212.84,7927051,214.81,214.81,211.47,JPM
2024-10-10,415.84,13848380,415.225,417.35,413.15,MSFT
2024-10-10,134.81,242311300,131.91,135.0,131.0,NVDA
2024-10-10,43.52,62516310,42.92,43.8784,42.4101,PLTR
2024-10-10,238.77,83087060,241.81,242.7899,232.34,TSLA
2024-10-11,222.29,18320650,215.67,224.6299,215.16,JPM
2024-10-11,416.32,14144940,416.135,417.13,413.25,MSFT
2024-10-11,134.8,170209500,134.01,135.78,133.66,NVDA
2024-10-11,43.51,66206890,43.4,44.38,42.62,PLTR
2024-10-11,217.8,142628900,220.13,223.34,214.38,TSLA
