Date,Close,Symbol
,BAC,
2024-12-20,43.63585662841797,BAC
2024-12-23,43.35924530029297,BAC
2024-12-24,43.843318939208984,BAC
2024-12-26,44.01126480102539,BAC
2024-12-27,43.803802490234375,BAC
2024-12-30,43.37900161743164,BAC
2024-12-31,43.41851806640625,BAC
2025-01-02,43.7544059753418,BAC
2025-01-03,44.26811981201172,BAC
2025-01-06,44.850982666015625,BAC
2025-01-07,45.522762298583984,BAC
2025-01-08,45.651187896728516,BAC
2025-01-10,44.564491271972656,BAC
2025-01-13,44.51509475708008,BAC
2025-01-14,45.22639083862305,BAC
2025-01-15,46.530426025390625,BAC
2025-01-16,46.07598876953125,BAC
2025-01-17,45.96731948852539,BAC
2025-01-21,46.09574890136719,BAC
2025-01-22,45.23626708984375,BAC
2025-01-23,45.82901382446289,BAC
2025-01-24,45.95743942260742,BAC
2025-01-27,46.520545959472656,BAC
2025-01-28,46.2735710144043,BAC
2025-01-29,46.18465805053711,BAC
2025-01-30,46.15502166748047,BAC
2025-01-31,45.7401008605957,BAC
2025-02-03,45.651187896728516,BAC
2025-02-04,46.1451416015625,BAC
2025-02-05,46.540306091308594,BAC
2025-02-06,47.16268539428711,BAC
2025-02-07,46.82679748535156,BAC
2025-02-10,46.105621337890625,BAC
2025-02-11,46.22417449951172,BAC
2025-02-12,45.651187896728516,BAC
2025-02-13,45.769737243652344,BAC
2025-02-14,46.392120361328125,BAC
2025-02-18,45.96731948852539,BAC
2025-02-19,45.45360565185547,BAC
2025-02-20,44.752193450927734,BAC
2025-02-21,44.26811981201172,BAC
2025-02-24,43.9223518371582,BAC
2025-02-25,43.40863800048828,BAC
2025-02-26,43.40863800048828,BAC
2025-02-27,43.58646011352539,BAC
2025-02-28,45.54251480102539,BAC
2025-03-03,45.00904846191406,BAC
2025-03-04,42.153995513916016,BAC
2025-03-05,41.778594970703125,BAC
2025-03-06,40.95862579345703,BAC
2025-03-07,41.1574592590332,BAC
2025-03-10,39.596656799316406,BAC
2025-03-11,39.37794494628906,BAC
2025-03-12,39.67618942260742,BAC
2025-03-13,39.437591552734375,BAC
2025-03-14,40.650447845458984,BAC
2025-03-17,41.19722366333008,BAC
2025-03-18,41.4059944152832,BAC
2025-03-19,41.962711334228516,BAC
2025-03-20,42.23113250732422,BAC
2025-03-21,42.22119140625,BAC
2025-03-24,42.81767654418945,BAC
2025-03-25,43.02644348144531,BAC
2025-03-26,42.56914138793945,BAC
2025-03-27,42.310665130615234,BAC
2025-03-28,41.008338928222656,BAC
2025-03-31,41.48552703857422,BAC
2025-04-01,41.24693298339844,BAC
2025-04-02,41.604820251464844,BAC
2025-04-03,37.001949310302734,BAC
2025-04-04,34.18852615356445,BAC
2025-04-07,35.37155532836914,BAC
2025-04-08,34.82477569580078,BAC
2025-04-09,36.93235778808594,BAC
2025-04-10,35.63997268676758,BAC
2025-04-11,35.73938751220703,BAC
2025-04-14,36.45516586303711,BAC
2025-04-15,37.76743698120117,BAC
2025-04-16,37.111305236816406,BAC
2025-04-17,37.190834045410156,BAC
2025-04-21,36.703704833984375,BAC
2025-04-22,38.09550094604492,BAC
2025-04-23,38.52298355102539,BAC
2025-04-24,39.348121643066406,BAC
2025-04-25,39.45747375488281,BAC
2025-04-28,39.54694747924805,BAC
2025-04-29,39.75572204589844,BAC
2025-04-30,39.646366119384766,BAC
2025-05-01,39.934661865234375,BAC
2025-05-02,40.82939147949219,BAC
2025-05-05,40.87909698486328,BAC
2025-05-06,40.600738525390625,BAC
2025-05-07,40.69021224975586,BAC
2025-05-08,41.356285095214844,BAC
2025-05-09,41.54517364501953,BAC
2025-05-12,43.10597610473633,BAC
2025-05-13,44.02058410644531,BAC
2025-05-14,44.4778938293457,BAC
2025-05-15,44.12000274658203,BAC
2025-05-16,44.428184509277344,BAC
2025-05-19,44.50771713256836,BAC
2025-05-20,44.428184509277344,BAC
2025-05-21,42.996620178222656,BAC
2025-05-22,43.056270599365234,BAC
2025-05-23,42.94691467285156,BAC
2025-05-27,43.9609375,BAC
2025-05-28,43.801876068115234,BAC
2025-05-29,43.9808235168457,BAC
2025-05-30,43.87146759033203,BAC
2025-06-02,43.82175827026367,BAC
2025-06-03,44.38842010498047,BAC
2025-06-04,44.10011672973633,BAC
2025-06-05,44.12000274658203,BAC
2025-06-06,44.970001220703125,BAC
2025-06-09,44.869998931884766,BAC
2025-06-10,45.09000015258789,BAC
2025-06-11,44.72999954223633,BAC
2025-06-12,44.619998931884766,BAC
2025-06-13,44.09000015258789,BAC
2025-06-16,44.40999984741211,BAC
2025-06-17,44.22999954223633,BAC
