Date,AAPL,AMZN,BAC,GOOG,JPM,META,MSFT,NFLX,NVDA,TSLA
2025-04-17,196.72203063964844,172.61000061035156,37.19083404541016,153.17588806152344,231.9600067138672,501.0944519042969,367.1060485839844,973.030029296875,101.48294830322266,241.3699951171875
2025-04-21,192.9070281982422,167.32000732421875,36.703704833984375,149.68008422851562,228.9900054931641,484.2873840332031,358.4619140625,987.9099731445312,96.9032745361328,227.5
2025-04-22,199.4784240722656,173.17999267578125,38.09550094604492,153.71522521972656,235.58999633789065,499.8953552246094,366.1478271484375,1040.3399658203125,98.88313293457033,237.97000122070312
2025-04-23,204.33206176757807,180.6000061035156,38.52298355102539,157.53065490722656,240.8800048828125,519.8699951171875,373.7039489746094,1049.5899658203125,102.70286560058594,250.7400054931641
2025-04-24,208.09710693359372,186.5399932861328,39.348121643066406,161.27615356445312,244.63999938964844,532.7401123046875,386.59027099609375,1096.8699951171875,106.422607421875,259.510009765625
2025-04-25,209.00592041015625,188.9900054931641,39.45747375488281,163.65328979492188,243.5500030517578,546.8492431640625,391.1319580078125,1101.530029296875,111.0022964477539,284.95001220703125
2025-04-28,209.8647918701172,187.6999969482422,39.54694747924805,162.22500610351562,243.22000122070312,549.3173217773438,390.4432067871094,1110.3800048828125,108.72245025634766,285.8800048828125
2025-04-29,210.9333953857422,187.38999938964844,39.75572204589844,161.8654327392578,244.6199951171875,554.0137329101562,393.3179321289063,1125.6400146484375,109.0124282836914,292.0299987792969
2025-04-30,212.22171020507807,184.4199981689453,39.646366119384766,160.69683837890625,244.6199951171875,548.577880859375,394.5357055664063,1131.719970703125,108.91243743896484,282.1600036621094
2025-05-01,213.04063415527344,190.1999969482422,39.934661865234375,162.5945587158203,246.88999938964844,571.7700805664062,424.6204528808594,1133.469970703125,111.6022491455078,280.5199890136719
2025-05-02,205.08106994628903,189.97999572753903,40.82939147949219,165.61093139648438,252.50999450683597,596.56103515625,434.48236083984375,1156.489990234375,114.49205017089844,287.2099914550781
2025-05-05,198.6295318603516,186.3500061035156,40.87909698486328,165.85064697265625,252.55999755859372,598.8092651367188,435.3707275390625,1134.06005859375,113.81209564208984,280.260009765625
2025-05-06,198.25001525878903,185.00999450683597,40.60073852539063,165.0016632080078,249.25,586.8584594726562,432.5159606933594,1137.68994140625,113.53211975097656,275.3500061035156
2025-05-07,195.99298095703125,188.7100067138672,40.69021224975586,152.61656188964844,249.38999938964844,596.3511352539062,432.555908203125,1155.4100341796875,117.05187225341795,276.2200012207031
2025-05-08,197.2313690185547,192.0800018310547,41.35628509521485,155.56301879882812,253.47000122070312,597.5502319335938,437.3670654296875,1144.4300537109375,117.36185455322266,284.82000732421875
2025-05-09,198.2700042724609,193.05999755859372,41.54517364501953,154.1946563720703,253.0800018310547,592.0344848632812,437.9260559082031,1140.219970703125,116.64189910888672,298.260009765625
2025-05-12,210.7899932861328,208.63999938964844,43.10597610473633,159.38841247558594,260.04998779296875,638.9383544921875,448.4367370605469,1110.0,122.99146270751952,318.3800048828125
2025-05-13,212.92999267578125,211.3699951171875,44.02058410644531,160.69683837890625,263.010009765625,655.525634765625,448.3169860839844,1138.43994140625,129.9209747314453,334.07000732421875
2025-05-14,212.3300018310547,210.25,44.4778938293457,166.60972595214844,265.6400146484375,658.85302734375,452.1099853515625,1150.989990234375,135.33059692382812,347.67999267578125
2025-05-15,211.4499969482422,205.1699981689453,44.12000274658203,165.201416015625,267.489990234375,643.3849487304688,453.1300048828125,1177.97998046875,134.8206329345703,342.82000732421875
