Date,Close,Symbol
,NFLX,
2024-12-19,902.0399780273438,NFLX
2024-12-20,909.0499877929688,NFLX
2024-12-23,911.4500122070312,NFLX
2024-12-24,932.1199951171875,NFLX
2024-12-26,924.1400146484375,NFLX
2024-12-27,907.5499877929688,NFLX
2024-12-30,900.4299926757812,NFLX
2024-12-31,891.3200073242188,NFLX
2025-01-02,886.72998046875,NFLX
2025-01-03,881.0499877929688,NFLX
2025-01-06,881.7899780273438,NFLX
2025-01-07,879.1900024414062,NFLX
2025-01-08,875.0,NFLX
2025-01-10,837.6900024414062,NFLX
2025-01-13,840.2899780273438,NFLX
2025-01-14,828.4000244140625,NFLX
2025-01-15,848.260009765625,NFLX
2025-01-16,842.3699951171875,NFLX
2025-01-17,858.0999755859375,NFLX
2025-01-21,869.6799926757812,NFLX
2025-01-22,953.989990234375,NFLX
2025-01-23,984.8599853515625,NFLX
2025-01-24,977.5900268554688,NFLX
2025-01-27,971.8900146484375,NFLX
2025-01-28,971.8300170898438,NFLX
2025-01-29,978.1500244140625,NFLX
2025-01-30,973.239990234375,NFLX
2025-01-31,976.760009765625,NFLX
2025-02-03,978.9400024414062,NFLX
2025-02-04,994.8699951171875,NFLX
2025-02-05,1011.1099853515625,NFLX
2025-02-06,1015.6799926757812,NFLX
2025-02-07,1013.9299926757812,NFLX
2025-02-10,1027.5999755859375,NFLX
2025-02-11,1008.0800170898438,NFLX
2025-02-12,1027.31005859375,NFLX
2025-02-13,1043.68994140625,NFLX
2025-02-14,1058.5999755859375,NFLX
2025-02-18,1035.8499755859375,NFLX
2025-02-19,1043.3299560546875,NFLX
2025-02-20,1024.5400390625,NFLX
2025-02-21,1003.1500244140625,NFLX
2025-02-24,988.469970703125,NFLX
2025-02-25,977.239990234375,NFLX
2025-02-26,990.0599975585938,NFLX
2025-02-27,963.0700073242188,NFLX
2025-02-28,980.5599975585938,NFLX
2025-03-03,973.7000122070312,NFLX
2025-03-04,972.5800170898438,NFLX
2025-03-05,990.9199829101562,NFLX
2025-03-06,906.3599853515625,NFLX
2025-03-07,891.1099853515625,NFLX
2025-03-10,866.6799926757812,NFLX
2025-03-11,895.0999755859375,NFLX
2025-03-12,919.6799926757812,NFLX
2025-03-13,890.1699829101562,NFLX
2025-03-14,918.0,NFLX
2025-03-17,950.02001953125,NFLX
2025-03-18,929.97998046875,NFLX
2025-03-19,959.489990234375,NFLX
2025-03-20,950.8400268554688,NFLX
2025-03-21,960.2899780273438,NFLX
2025-03-24,971.989990234375,NFLX
2025-03-25,997.280029296875,NFLX
2025-03-26,970.6500244140625,NFLX
2025-03-27,976.719970703125,NFLX
2025-03-28,933.8499755859375,NFLX
2025-03-31,932.530029296875,NFLX
2025-04-01,928.3800048828125,NFLX
2025-04-02,935.52001953125,NFLX
2025-04-03,917.0499877929688,NFLX
2025-04-04,855.8599853515625,NFLX
2025-04-07,867.8300170898438,NFLX
2025-04-08,870.4000244140625,NFLX
2025-04-09,945.469970703125,NFLX
2025-04-10,921.1699829101562,NFLX
2025-04-11,918.2899780273438,NFLX
2025-04-14,931.280029296875,NFLX
2025-04-15,976.280029296875,NFLX
2025-04-16,961.6300048828125,NFLX
2025-04-17,973.030029296875,NFLX
2025-04-21,987.9099731445312,NFLX
2025-04-22,1040.3399658203125,NFLX
2025-04-23,1049.5899658203125,NFLX
2025-04-24,1096.8699951171875,NFLX
2025-04-25,1101.530029296875,NFLX
2025-04-28,1110.3800048828125,NFLX
2025-04-29,1125.6400146484375,NFLX
2025-04-30,1131.719970703125,NFLX
2025-05-01,1133.469970703125,NFLX
2025-05-02,1156.489990234375,NFLX
2025-05-05,1134.06005859375,NFLX
2025-05-06,1137.68994140625,NFLX
2025-05-07,1155.4100341796875,NFLX
2025-05-08,1144.4300537109375,NFLX
2025-05-09,1140.219970703125,NFLX
2025-05-12,1110.0,NFLX
2025-05-13,1138.43994140625,NFLX
2025-05-14,1150.989990234375,NFLX
2025-05-15,1177.97998046875,NFLX
2025-05-16,1191.530029296875,NFLX
2025-05-19,1191.6400146484375,NFLX
2025-05-20,1192.02001953125,NFLX
2025-05-21,1194.6300048828125,NFLX
2025-05-22,1187.969970703125,NFLX
2025-05-23,1185.3900146484375,NFLX
2025-05-27,1211.5699462890625,NFLX
2025-05-28,1208.550048828125,NFLX
2025-05-29,1184.8599853515625,NFLX
2025-05-30,1207.22998046875,NFLX
2025-06-02,1218.97998046875,NFLX
2025-06-03,1217.93994140625,NFLX
2025-06-04,1239.6600341796875,NFLX
2025-06-05,1250.52001953125,NFLX
2025-06-06,1241.469970703125,NFLX
2025-06-09,1224.4599609375,NFLX
2025-06-10,1203.6199951171875,NFLX
2025-06-11,1219.8800048828125,NFLX
2025-06-12,1215.030029296875,NFLX
2025-06-13,1212.1500244140625,NFLX
2025-06-16,1225.3499755859375,NFLX
